name,female_sum,male_sum,both_sums,per_diff
kalai,67,227,294,108.843537414966
bryce,3516,123169,126685,188.8984489087106
jerri,15500,279,15779,192.92730844793712
sherrill,6932,1915,8847,113.41697750649938
kanoa,11,844,855,194.85380116959064
rylee,66869,5461,72330,169.79952993225493
chea,80,15,95,136.8421052631579
xai,20,154,174,154.02298850574712
darragh,35,256,291,151.89003436426117
arien,456,632,1088,32.35294117647059
valley,668,50,718,172.1448467966574
lynx,65,363,428,139.25233644859813
novell,41,10,51,121.56862745098039
aryes,10,35,45,111.11111111111111
jeannine,24057,6,24063,199.90026181274158
seena,639,99,738,146.34146341463415
karin,28532,193,28725,197.3124456048738
yahya,6,4119,4125,199.41818181818184
kaydyn,228,337,565,38.58407079646018
krystal,75096,190,75286,198.99051616502405
peyton,86635,51982,138617,49.99819646940851
townsend,6,835,841,197.1462544589774
rasha,686,37,723,179.52973720608577
malon,99,308,407,102.7027027027027
eva,282580,1007,283587,198.57962459492148
camlin,5,5,10,0.0
abdi,10,334,344,188.37209302325581
claire,208419,2204,210623,195.81432227249636
bryer,297,2215,2512,152.70700636942675
macaire,5,5,10,0.0
kamsi,12,22,34,58.82352941176471
macey,11406,51,11457,198.2194291699398
sklyer,5,27,32,137.5
donyel,96,79,175,19.428571428571427
aubin,11,56,67,134.32835820895522
piper,60757,216,60973,198.58297935151626
kiva,807,24,831,188.44765342960287
daryll,17,1697,1714,196.03267211201867
sinai,2209,240,2449,160.80032666394445
dell,2544,4002,6546,44.546287809349224
arta,596,31,627,180.2232854864434
paityn,6200,29,6229,198.1377428158613
daneil,32,1216,1248,189.74358974358972
mackenna,3612,8,3620,199.11602209944752
alejandra,53524,530,54054,196.07799607799606
kassius,10,1124,1134,196.4726631393298
maayan,605,22,627,185.96491228070175
raynell,716,438,1154,48.18024263431543
jaree,106,92,198,14.14141414141414
houstyn,24,18,42,28.57142857142857
kamorie,86,10,96,158.33333333333331
cleotha,292,750,1042,87.90786948176583
crispin,5,1800,1805,198.89196675900277
cay,241,11,252,182.53968253968253
uriyah,219,467,686,72.30320699708454
torris,5,364,369,194.579945799458
yamel,153,26,179,141.89944134078212
brain,10,4596,4606,199.13156752062525
shola,32,5,37,145.94594594594594
kadan,7,489,496,194.35483870967744
susana,20913,52,20965,199.0078702599571
aki,248,365,613,38.17292006525285
felicity,17899,6,17905,199.86595922926557
sakae,57,58,115,1.7391304347826086
nico,998,19214,20212,180.24935681773204
tayari,13,72,85,138.8235294117647
imisioluwa,39,6,45,146.66666666666666
jeremi,44,1660,1704,189.67136150234742
murl,626,1941,2567,102.45422672380211
jorey,25,238,263,161.97718631178708
kristien,264,41,305,146.22950819672133
tamilore,33,5,38,147.36842105263156
zel,13,16,29,20.689655172413794
maddyn,1051,35,1086,187.1086556169429
ariat,18,35,53,64.15094339622641
michale,344,3274,3618,161.96793808734105
lamoine,83,323,406,118.22660098522168
british,294,31,325,161.84615384615384
kyelle,122,10,132,169.6969696969697
hilda,80965,178,81143,199.12253675609725
bristol,10659,565,11224,179.8645759087669
orion,612,22098,22710,189.22060766182298
seyvn,17,12,29,34.48275862068966
kairie,77,28,105,93.33333333333333
callaway,488,551,1039,12.127045235803656
kenyota,26,5,31,135.48387096774192
roye,43,162,205,116.09756097560975
eversyn,13,5,18,88.88888888888889
garyn,73,239,312,106.41025641025641
emerson,31797,32138,63935,1.0667083756940643
jamarea,34,87,121,87.60330578512396
ardine,125,5,130,184.6153846153846
wilda,12758,15,12773,199.53025914037423
jayse,30,2145,2175,194.48275862068965
yoni,20,774,794,189.92443324937028
pet,10,10,20,0.0
mani,10,115,125,168.0
reilley,180,107,287,50.87108013937283
eliza,68173,197,68370,198.84744771098434
syren,109,20,129,137.984496124031
shadoe,68,187,255,93.33333333333333
jonai,147,5,152,186.8421052631579
xavier,859,157050,157909,197.82406322628856
lawan,96,54,150,56.00000000000001
chaun,11,435,446,190.13452914798205
makel,48,745,793,175.78814627994956
kahlan,1474,75,1549,180.63266623628147
janiya,11001,6,11007,199.78195693649496
carle,144,462,606,104.95049504950495
priscilla,122234,244,122478,199.2031221933735
michie,97,6,103,176.6990291262136
loyalty,2223,419,2642,136.56320968962908
arvie,270,479,749,55.80774365821095
denzel,41,11562,11603,198.58657243816253
ferrol,22,15,37,37.83783783783784
estee,813,43,856,179.90654205607478
angell,478,158,636,100.62893081761007
sue,144523,519,145042,198.56869044828395
chantra,35,19,54,59.25925925925925
patt,400,10,410,190.2439024390244
javis,5,863,868,197.69585253456222
galyn,52,37,89,33.70786516853933
jena,13217,7,13224,199.78826376285542
mccauley,21,94,115,126.95652173913044
tyrin,11,1916,1927,197.716658017644
kenna,13173,240,13413,192.84276448221874
lorry,1024,221,1245,128.99598393574297
yasani,44,5,49,159.18367346938774
gracyn,4054,189,4243,182.18241810040067
willie,146188,450033,596221,101.92361557207815
marshel,12,521,533,190.99437148217635
ian,807,253707,254514,198.73170041726584
jabre,10,131,141,171.63120567375887
amirii,11,26,37,81.08108108108108
kade,269,22339,22608,195.2406227883935
esra,595,26,621,183.2528180354267
callan,1404,9243,10647,147.25274725274727
phalen,18,21,39,15.384615384615385
slone,37,62,99,50.505050505050505
winner,75,156,231,70.12987012987013
maclaine,114,19,133,142.85714285714286
maynard,22,14911,14933,199.41070113172168
jeffrie,86,934,1020,166.27450980392157
meade,6,515,521,195.39347408829175
gaither,6,642,648,196.2962962962963
thelmer,47,142,189,100.52910052910053
oluwadarasimi,394,173,567,77.95414462081128
zuriah,424,21,445,181.12359550561797
brentlee,132,808,940,143.82978723404256
khari,1898,4652,6550,84.09160305343512
summer,89323,254,89577,198.8657802784197
jerris,105,145,250,32.0
davee,10,11,21,9.523809523809524
dontae,17,5892,5909,198.84921306481638
falcon,23,493,516,182.1705426356589
odie,1589,2606,4195,48.48629320619786
oakleigh,3694,17,3711,198.1676098086769
zyon,713,4071,4784,140.3846153846154
christine,586277,2031,588308,198.6190906803919
elgia,23,11,34,70.58823529411765
patrice,34076,773,34849,191.1274355074751
sophea,344,5,349,194.269340974212
kaiza,22,31,53,33.9622641509434
dela,541,5,546,196.33699633699632
stori,1384,10,1394,197.13055954088952
kendelle,198,5,203,190.14778325123152
shaylin,1883,10,1893,197.88695192815638
shelden,5,275,280,192.85714285714286
mung,5,129,134,185.07462686567163
lyle,1008,58977,59985,193.27831957989497
azaria,7148,208,7356,188.68950516585102
jaqueline,15442,23,15465,199.40510830908502
shaquilla,520,36,556,174.10071942446044
sabr,6,27,33,127.27272727272727
sam,1552,126795,128347,195.1631124997078
andersyn,272,5,277,192.77978339350182
sevynn,290,58,348,133.33333333333331
jadin,643,1527,2170,81.47465437788019
kaulana,6,147,153,184.31372549019608
taiwan,71,836,907,168.68798235942668
mardi,868,6,874,197.25400457665904
kashtyn,74,678,752,160.63829787234042
arrie,1787,318,2105,139.57244655581948
nyrie,159,11,170,174.11764705882354
krew,41,3656,3697,195.56397078712467
tafari,6,941,947,197.46568109820487
buford,110,10848,10958,195.98466873517063
azarie,192,51,243,116.0493827160494
vidal,10,4198,4208,199.0494296577947
demario,17,6333,6350,198.9291338582677
salah,173,954,1127,138.59804791481812
ryly,6,5,11,18.181818181818183
xing,7,5,12,33.33333333333333
artis,958,5357,6315,139.31908155186065
ping,10,6,16,50.0
messiyah,10,141,151,173.50993377483442
jasmir,6,26,32,125.0
rami,236,3690,3926,175.95517065715742
kweli,11,228,239,181.5899581589958
landon,1154,183725,184879,197.5032318435301
abiel,28,1520,1548,192.76485788113695
kamsiyochi,16,5,21,104.76190476190477
judith,454361,1241,455602,198.91045254410648
bralynn,554,121,675,128.29629629629628
malin,824,230,1054,112.7134724857685
sonia,66577,278,66855,198.33669882581705
alford,5,4790,4795,199.58289885297185
jassiel,5,832,837,197.61051373954598
fiyinfoluwa,61,28,89,74.15730337078652
asie,36,40,76,10.526315789473683
tannie,111,11,122,163.9344262295082
nasiah,262,338,600,25.333333333333336
gurpreet,172,311,483,57.55693581780539
pariss,210,5,215,190.69767441860466
eddison,36,509,545,173.57798165137615
jacobi,306,4134,4440,172.43243243243242
cyncere,244,509,753,70.3851261620186
diavian,175,5,180,188.88888888888889
tijah,89,5,94,178.72340425531914
shaine,222,1013,1235,128.09716599190284
ezzie,143,19,162,153.0864197530864
caley,2473,151,2624,176.98170731707316
alayna,34649,5,34654,199.94228660472095
caspian,5,3553,3558,199.43788645306353
caitlin,112068,283,112351,198.99244332493703
mckel,5,5,10,0.0
sonni,525,56,581,161.44578313253012
jrue,327,1594,1921,131.9104633003644
rahja,6,7,13,15.384615384615385
jerrell,91,7187,7278,194.99862599615278
margarita,40117,199,40316,198.0255977775573
jax,211,24110,24321,196.52974795444266
franky,70,3038,3108,190.990990990991
verl,211,2517,2728,169.0615835777126
kylle,5,70,75,173.33333333333334
onell,62,10,72,144.44444444444443
octavius,15,3614,3629,198.34665197023972
oreofeoluwa,5,6,11,18.181818181818183
quinnie,84,5,89,177.52808988764045
abriel,648,617,1265,4.901185770750988
fenix,287,1049,1336,114.07185628742515
tamron,5,18,23,113.04347826086956
sena,3070,194,3264,176.22549019607843
lyrix,23,62,85,91.76470588235294
rodas,30,8,38,115.78947368421053
amel,460,621,1081,29.78723404255319
jacquese,149,97,246,42.27642276422765
patty,62448,247,62695,198.42411675572217
percie,30,51,81,51.85185185185185
finau,5,6,11,18.181818181818183
joel,2588,277996,280584,196.31055227668006
deonta,36,2626,2662,194.59053343350865
wilbert,178,39995,40173,198.2276653473726
damaris,12581,552,13133,183.18739054290717
dodi,458,5,463,195.6803455723542
dianna,56222,64,56286,199.5451799737057
burlie,40,139,179,110.6145251396648
emily,890970,1799,892769,199.19396842856327
caryl,6347,344,6691,179.43506202361382
bohdi,12,658,670,192.83582089552237
jovani,135,7185,7320,192.62295081967213
maddyx,222,203,425,8.941176470588236
daley,461,151,612,101.30718954248366
najae,578,83,661,149.7730711043873
ming,142,349,491,84.31771894093686
darion,561,7172,7733,170.98150782361307
macy,32355,555,32910,193.25432999088423
jamil,254,7432,7686,186.78116055165233
lynnie,317,16,333,180.78078078078076
deari,258,5,263,192.3954372623574
jacari,102,2732,2834,185.60338743824983
vance,138,26811,26949,197.9516865189803
keyontae,13,467,480,189.16666666666666
dhani,97,244,341,86.21700879765396
leonard,1412,293884,295296,198.0873428695275
jahel,10,273,283,185.86572438162545
rally,17,101,118,142.3728813559322
lummie,77,41,118,61.016949152542374
irby,26,1104,1130,190.79646017699113
abell,5,31,36,144.44444444444443
catlin,1055,446,1501,81.14590273151232
aubry,3008,1612,4620,60.43290043290044
estle,80,676,756,157.67195767195767
nyle,44,2132,2176,191.91176470588235
jamin,138,3412,3550,184.4507042253521
angle,1149,130,1279,159.34323690383113
dusty,4460,10628,15088,81.76033934252386
william,16022,4189004,4205026,198.47591905495946
taylar,2507,27,2534,195.73796369376478
keshia,5380,6,5386,199.55440029706645
alexandr,301,481,782,46.03580562659847
marly,1635,5,1640,198.78048780487805
shaquita,2391,5,2396,199.1652754590985
oluwatoniloba,6,10,16,50.0
aldean,400,186,586,73.03754266211604
oracle,37,16,53,79.24528301886792
lena,145356,326,145682,199.10489971307368
steele,123,2877,3000,183.6
trystin,283,803,1086,95.76427255985267
lam,76,549,625,151.36
ellie,99466,1180,100646,195.31029549112733
kenney,5,2500,2505,199.20159680638722
tavonne,5,16,21,104.76190476190477
haylen,1009,173,1182,141.45516074450083
mara,23535,16,23551,199.72824933123857
ovie,365,480,845,27.218934911242602
dakotta,33,56,89,51.68539325842697
courtney,258319,22996,281315,167.30213461777723
jarel,6,1150,1156,197.92387543252593
syaire,39,753,792,180.3030303030303
tyria,333,6,339,192.92035398230087
declynn,201,22,223,160.53811659192826
kensey,920,5,925,197.83783783783784
kairo,261,9637,9898,189.45241462921803
tally,549,137,686,120.11661807580174
aarion,146,528,674,113.35311572700297
marque,140,1035,1175,152.3404255319149
eunice,80259,1178,81437,194.21393224210127
moxley,22,92,114,122.80701754385966
elston,5,1114,1119,198.21268990169793
koen,15,4719,4734,198.73257287705957
shamel,155,1020,1175,147.23404255319147
aubery,103,503,606,132.013201320132
amarri,331,394,725,17.379310344827587
kamarie,553,236,789,80.35487959442332
zareth,156,21,177,152.54237288135593
oza,154,26,180,142.22222222222223
gean,670,559,1229,18.06346623270952
jimmye,496,22,518,183.011583011583
aroosh,47,5,52,161.53846153846155
oluwatosin,150,156,306,3.9215686274509802
brogen,6,170,176,186.36363636363635
reis,121,802,923,147.5622968580715
asaya,16,122,138,153.6231884057971
evans,103,5299,5402,192.37319511292114
tashaun,36,715,751,180.82556591211718
maiko,71,40,111,55.85585585585585
forrest,1046,52778,53824,192.22651605231866
june,203564,3561,207125,193.12299336149667
sian,853,146,999,141.54154154154156
kaitlynn,16373,5,16378,199.87788496763952
riggs,5,2657,2662,199.24868519909842
christen,11511,2175,13686,136.43138974134152
toma,216,632,848,98.11320754716981
federico,5,8897,8902,199.77533138620535
jacee,1592,51,1643,187.58368837492392
osceola,148,61,209,83.25358851674642
lynda,77948,119,78067,199.39026733446912
christien,136,927,1063,148.82408278457197
ebba,899,22,921,190.44516829533114
aveon,20,484,504,184.12698412698413
zy,6,78,84,171.42857142857142
ashland,680,166,846,121.5130023640662
trillian,37,5,42,152.38095238095238
krisna,94,13,107,151.4018691588785
mickael,11,1481,1492,197.0509383378016
jurnee,4430,12,4442,198.9194056731202
nole,5,190,195,189.74358974358972
brailey,1164,5,1169,198.2891360136869
tallis,47,89,136,61.76470588235294
trae,46,4097,4143,195.55877383538498
jaydence,178,189,367,5.994550408719346
manraj,8,454,462,193.07359307359306
maxwell,720,106804,107524,197.3215282169562
teon,15,1030,1045,194.2583732057416
jermanie,38,113,151,99.33774834437085
diar,5,97,102,180.3921568627451
larue,3972,1540,5512,88.24383164005806
vicki,153265,294,153559,199.23417057938642
kyndel,463,28,491,177.18940936863544
baylie,3443,26,3469,197.00201787258575
taelynn,1719,10,1729,197.6865240023135
taran,560,2030,2590,113.51351351351352
shayden,289,960,1249,107.44595676541233
tyreese,49,1962,2011,190.25360517155644
akela,613,38,651,176.65130568356375
yuchen,18,105,123,141.46341463414635
arville,11,758,769,194.27828348504553
wayne,1604,354385,355989,198.1976971198548
steph,66,5,71,171.83098591549296
fox,97,3760,3857,189.94036816178377
avalon,4065,54,4119,194.75600873998545
emeris,13,28,41,73.17073170731707
nayan,5,550,555,196.3963963963964
mira,14166,5,14171,199.85886669959777
kiernan,678,1727,2405,87.23492723492724
diamante,257,643,900,85.77777777777777
cecil,7687,106867,114554,173.1585103968434
vonnie,3684,424,4108,158.71470301850047
emmaus,5,190,195,189.74358974358972
beverly,378313,4632,382945,195.16170729478125
ramsey,2183,6524,8707,99.71287469851843
kebron,16,90,106,139.62264150943395
treasure,8410,198,8608,190.7992565055762
jay,2575,194725,197300,194.7795235681703
robben,45,98,143,74.12587412587412
psalms,120,116,236,3.389830508474576
amori,609,360,969,51.39318885448917
toviyah,5,12,17,82.35294117647058
renae,14092,33,14125,199.0654867256637
azaniah,17,5,22,109.09090909090908
naphtali,83,265,348,104.59770114942528
jammie,4046,2440,6486,49.52204748689485
berthal,6,17,23,95.65217391304348
wally,147,4938,5085,188.43657817109144
najah,1850,34,1884,192.78131634819533
tahjai,28,70,98,85.71428571428571
mikaiah,101,53,154,62.33766233766234
jerzi,558,25,583,182.84734133790735
aylin,15984,63,16047,198.42961301177792
mizuki,335,11,346,187.28323699421964
mischa,1667,198,1865,157.53351206434317
dwayne,462,76621,77083,197.60258422739125
llewelyn,10,160,170,176.47058823529412
truby,34,33,67,2.9850746268656714
merlyn,1626,3404,5030,70.69582504970178
morgon,42,101,143,82.51748251748252
karna,523,6,529,195.46313799621927
kailan,512,569,1081,10.545790934320074
mckell,422,13,435,188.04597701149424
orr,5,45,50,160.0
rashida,2993,6,2999,199.1997332444148
jentry,1052,410,1462,87.82489740082079
brandt,38,6089,6127,197.5191774114575
clifton,436,70164,70600,197.52974504249292
abeer,596,194,790,101.7721518987342
chang,5,307,312,193.5897435897436
jaquel,123,405,528,106.81818181818181
edd,13,5437,5450,199.045871559633
miriam,116620,280,116900,199.04191616766468
nyre,6,5,11,18.181818181818183
oluwatamilore,218,79,297,93.60269360269359
maverick,711,64665,65376,195.64977973568284
malachi,281,63010,63291,198.22407609296738
darein,5,16,21,104.76190476190477
murry,94,3085,3179,188.17238125196602
amarion,44,4272,4316,195.92215013901762
kellin,94,1141,1235,169.55465587044534
waverly,4314,1982,6296,74.07878017789072
harvest,429,275,704,43.75
ren,728,2604,3332,112.60504201680672
aurian,11,6,17,58.82352941176471
adri,259,33,292,154.7945205479452
royale,899,653,1552,31.70103092783505
randee,2833,179,3012,176.2284196547145
pheonyx,19,6,25,104.0
ikea,580,9,589,193.8879456706282
leeland,21,3190,3211,197.38399252569292
gail,201730,8951,210681,183.00558664521242
krystian,484,1613,2097,107.67763471626132
gordie,79,203,282,87.94326241134752
leondra,758,5,763,197.37876802096986
aerin,932,16,948,193.2489451476793
chevie,75,17,92,126.08695652173914
ewell,7,2051,2058,198.63945578231292
devante,57,8250,8307,197.2553268327916
maddison,23348,53,23401,199.0940558095808
braelynn,9497,202,9699,191.66924425198474
ericka,23353,46,23399,199.21364160861575
kelcy,962,77,1039,170.3561116458133
delores,117800,430,118230,198.54520849192252
bayan,1063,115,1178,160.9507640067912
mor,14,5,19,94.73684210526315
jarvis,123,17676,17799,197.2357997640317
michon,555,29,584,180.13698630136986
gracin,219,515,734,80.65395095367847
posie,467,60,527,154.45920303605314
lawon,5,5,10,0.0
gwiza,5,7,12,33.33333333333333
kolbee,94,61,155,42.58064516129032
naoki,15,322,337,182.1958456973294
sonya,65679,182,65861,198.89464174549428
